geneid	genesymbol	genename	imageseriesid	plane	entrezgeneid	ncbiaccessionnumber
26194	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	634449	sagittal	26446	NM_011971
26195	Poli	polymerase (DNA directed), iota	69817157	sagittal	26447	NM_011972
26196	Rage	renal tumor antigen	69170198	sagittal	26448	NM_011973
26198	Rbbp9	retinoblastoma binding protein 9	79541422	sagittal	26450	NM_015754
26199	Rpl27a	ribosomal protein L27a	69262228	sagittal	26451	NM_011975
26204	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	68924739	sagittal	26456	NM_011976
26204	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	71587856	coronal	26456	NM_011976
26205	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	68203441	sagittal	26457	NM_011977
26205	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1	75651228	coronal	26457	NM_011977
26206	Slc27a2	solute carrier family 27 (fatty acid transporter), member 2	70918910	sagittal	26458	TC1556993
26207	Slc27a5	solute carrier family 27 (fatty acid transporter), member 5	68203458	sagittal	26459	NM_009512
26210	Txnrd2	thioredoxin reductase 2	68076977	sagittal	26462	NM_013711
26212	Vnn3	vanin 3	70194940	sagittal	26464	NM_011979
26213	Zfp146	zinc finger protein 146	69290806	sagittal	26465	NM_011980
26214	Zfp260	zinc finger protein 260	71280676	sagittal	26466	NM_011981
26214	Zfp260	zinc finger protein 260	75080996	coronal	26466	NM_011981
26297	Itgb1bp2	integrin beta 1 binding protein 2	71724479	sagittal	26549	NM_013712
26302	Cul3	cullin 3	75774648	sagittal	26554	NM_016716
26303	Homer1	homer homolog 1 (Drosophila)	1748	coronal	26556	NM_011982
26303	Homer1	homer homolog 1 (Drosophila)	1749	sagittal	26556	NM_011982
26304	Homer2	homer homolog 2 (Drosophila)	68546167	sagittal	26557	XM_133550
26304	Homer2	homer homolog 2 (Drosophila)	71015814	coronal	26557	XM_133550
26305	Homer3	homer homolog 3 (Drosophila)	356087	coronal	26558	NM_011984
26305	Homer3	homer homolog 3 (Drosophila)	71608386	sagittal	26558	NM_011984
26306	Hunk	hormonally upregulated Neu-associated kinase	2307	coronal	26559	NM_015755
26306	Hunk	hormonally upregulated Neu-associated kinase	2308	sagittal	26559	NM_015755
26307	Krtap15	keratin associated protein 15	69735974	sagittal	26560	NM_013713
26308	Mmp23	matrix metallopeptidase 23	71764431	sagittal	26561	NM_011985
26309	Ncdn	neurochondrin	684	coronal	26562	NM_011986
26309	Ncdn	neurochondrin	685	sagittal	26562	NM_011986
26310	Ror1	receptor tyrosine kinase-like orphan receptor 1	69818260	sagittal	26563	NM_013845
26311	Ror2	receptor tyrosine kinase-like orphan receptor 2	71378507	sagittal	26564	NM_013846
26312	Pla2g10	phospholipase A2, group X	68666744	sagittal	26565	NM_011987
26315	Slc27a3	solute carrier family 27 (fatty acid transporter), member 3	69873857	sagittal	26568	XM_130954
26316	Slc27a4	solute carrier family 27 (fatty acid transporter), member 4	1920	coronal	26569	NM_011989
26316	Slc27a4	solute carrier family 27 (fatty acid transporter), member 4	1921	sagittal	26569	NM_011989
26317	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	69874048	sagittal	26570	NM_011990
26319	Cops3	COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)	69568932	sagittal	26572	NM_011991
26358	Rcn2	reticulocalbin 2	69816774	sagittal	26611	NM_011992
26358	Rcn2	reticulocalbin 2	73997151	coronal	26611	NM_011992
26501	Cops5	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana)	69568944	sagittal	26754	NM_013715
26504	Dpysl4	dihydropyrimidinase-like 4	1345	coronal	26757	NM_011993
26504	Dpysl4	dihydropyrimidinase-like 4	1346	sagittal	26757	NM_011993
26620	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2	545108	sagittal	26874	NM_011994
26620	Abcd2	ATP-binding cassette, sub-family D (ALD), member 2	70616004	coronal	26874	NM_011994
26621	Pclo	piccolo (presynaptic cytomatrix protein)	69782844	sagittal	26875	NM_011995
26621	Pclo	piccolo (presynaptic cytomatrix protein)	71670682	coronal	26875	NM_011995
26622	Adh4	alcohol dehydrogenase 4 (class II), pi polypeptide	75988240	sagittal	26876	NM_011996
26623	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	69527896	sagittal	26877	NM_020283
26624	B3galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	68797505	sagittal	26878	NM_020025
26624	B3galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	71064081	coronal	26878	NM_020025
26625	B3galnt1	UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1	68076555	sagittal	26879	NM_020026
26631	Casp8ap2	caspase 8 associated protein 2	69540399	sagittal	26885	NM_011997
26632	Cenph	centromere protein H	68522332	sagittal	26886	NM_021886
26633	Chst4	carbohydrate (chondroitin 6/keratan) sulfotransferase 4	69015332	sagittal	26887	NM_011998
26635	Cln8	ceroid-lipofuscinosis, neuronal 8	70429196	sagittal	26889	NM_012000
26637	Cops4	COP9 (constitutive photomorphogenic) homolog, subunit 4 (Arabidopsis thaliana)	69568938	sagittal	26891	NM_012001
26637	Cops4	COP9 (constitutive photomorphogenic) homolog, subunit 4 (Arabidopsis thaliana)	74882166	coronal	26891	NM_012001
26639	Cops6	COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)	75695664	sagittal	26893	NM_012002
26640	Cops7a	COP9 (constitutive photomorphogenic) homolog, subunit 7a (Arabidopsis thaliana)	512762	sagittal	26894	NM_012003
26641	Cops7b	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)	356493	coronal	26895	NM_172974
26641	Cops7b	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)	71608393	sagittal	26895	NM_172974
26642	Crsp2	cofactor required for Sp1 transcriptional activation, subunit 2	74578377	sagittal	26896	NM_012005
26644	Ctsj	cathepsin J	75931621	sagittal	26898	NM_012007
26646	Ddx3y	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked	70528587	sagittal	26900	NM_012008
26647	Deb1	differentially expressed in B16F10 1	68545450	sagittal	26901	NM_026794
26650	Sh2d1b1	SH2 domain protein 1B1	69671833	sagittal	26904	NM_012009
26651	Eif2s3x	eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	69671941	sagittal	26905	NM_012010
26654	Eif2s3y	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	69549624	sagittal	26908	NM_012011
26658	Gcat	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	68499135	sagittal	26912	NM_013847
26659	Gprin1	G protein-regulated inducer of neurite outgrowth 1	69838318	sagittal	26913	NM_012014
26659	Gprin1	G protein-regulated inducer of neurite outgrowth 1	75077243	coronal	26913	NM_012014
26660	H2afy	H2A histone family, member Y	68269502	sagittal	26914	NM_012015
26664	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	69672138	sagittal	26918	NM_012016
26664	Ern2	endoplasmic reticulum (ER) to nucleus signalling 2	72472798	coronal	26918	NM_012016
26665	Zfp346	zinc finger protein 346	68667817	sagittal	26919	NM_012017
26666	Cep110	centrosomal protein 110	74580913	sagittal	26920	XM_488509
26667	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	69752041	sagittal	26921	NM_008696
26668	Mecr	mitochondrial trans-2-enoyl-CoA reductase	71763522	sagittal	26922	NM_025297
26671	Pdcd8	programmed cell death 8	513245	sagittal	26926	NM_012019
26675	Ppnr	per-pentamer repeat gene	76003315	sagittal	26930	NM_012022
26677	Ppp2r5e	protein phosphatase 2, regulatory subunit B (B56), epsilon isoform	71280682	sagittal	26932	NM_012024
26681	AA536749	expressed sequence AA536749	68844235	sagittal	26936	NM_012027
26683	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	69549621	sagittal	26938	NM_012028
26683	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	73787946	coronal	26938	NM_012028
26683	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	73787947	coronal	26938	NM_012028
26684	Polr3e	polymerase (RNA) III (DNA directed) polypeptide E	678715	sagittal	26939	NM_025298
26685	Ecsit	ECSIT homolog (Drosophila)	67767444	sagittal	26940	NM_012029
26686	Slc9a3r1	solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulator 1	69874066	sagittal	26941	NM_012030
26687	Spag1	sperm associated antigen 1	68745221	sagittal	26942	NM_012031
26688	Serinc3	serine incorporator 3	71616360	sagittal	26943	NM_012032
26689	Tinag	tubulointerstitial nephritis antigen	71627766	sagittal	26944	NM_012033
26689	Tinag	tubulointerstitial nephritis antigen	77910721	sagittal	26944	NM_012033
26690	Tpsg1	tryptase gamma 1	576444	sagittal	26945	NM_012034
26691	Trpc7	transient receptor potential cation channel, subfamily C, member 7	69863263	sagittal	26946	NM_012035
26694	Vat1	vesicle amine transport protein 1 homolog (T californica)	72004459	sagittal	26949	NM_012037
26694	Vat1	vesicle amine transport protein 1 homolog (T californica)	74357572	coronal	26949	NM_012037
26695	Vsnl1	visinin-like 1	1106	coronal	26950	NM_012038
26695	Vsnl1	visinin-like 1	1107	sagittal	26950	NM_012038
26695	Vsnl1	visinin-like 1	1108	sagittal	26950	NM_012038
26696	Zw10	ZW10 homolog (Drosophila), centromere/kinetochore protein	69549655	sagittal	26951	NM_012039
26706	Rpl8	ribosomal protein L8	69818338	sagittal	26961	NM_012053
26706	Rpl8	ribosomal protein L8	74749928	coronal	26961	NM_012053
26710	Cul1	cullin 1	68545132	sagittal	26965	NM_012042
26713	Islr	immunoglobulin superfamily containing leucine-rich repeat	68300827	sagittal	26968	NM_012043
26715	Pla2g2e	phospholipase A2, group IIE	68545465	sagittal	26970	NM_012044
26716	Pla2g2f	phospholipase A2, group IIF	70300822	sagittal	26971	NM_012045
26717	Spo11	sporulation protein, meiosis-specific, SPO11 homolog (S. cerevisiae)	70565270	sagittal	26972	NM_012046
26732	Eif4e2	eukaryotic translation initiation factor 4E member 2	69012855	sagittal	26987	NM_023314
26737	Brd7	bromodomain containing 7	69529412	sagittal	26992	NM_012047
26752	Klrk1	killer cell lectin-like receptor subfamily K, member 1	69549653	sagittal	27007	NM_033078
26760	Polk	polymerase (DNA directed), kappa	71656651	sagittal	27015	NM_012048
26760	Polk	polymerase (DNA directed), kappa	75077171	coronal	27015	NM_012048
26772	Tspan32	tetraspanin 32	72129242	coronal	27027	NM_020286
26772	Tspan32	tetraspanin 32	76135561	sagittal	27027	NM_020286
26773	Ermap	erythroblast membrane-associated protein	68844875	sagittal	27028	NM_013848
26774	Sgsh	N-sulfoglucosamine sulfohydrolase (sulfamidase)	69873696	sagittal	27029	NM_018822
26786	G3bp	Ras-GTPase-activating protein SH3-domain binding protein	68301192	sagittal	27041	NM_013716
26790	Nit1	nitrilase 1	71723997	sagittal	27045	NM_012049
26792	Omd	osteomodulin	69782569	sagittal	27047	NM_012050
26794	Etv3	ets variant gene 3	1494	coronal	27049	NM_012051
26794	Etv3	ets variant gene 3	1495	sagittal	27049	NM_012051
26795	Rps3	ribosomal protein S3	68269604	sagittal	27050	NM_012052
26797	Aoah	acyloxyacyl hydrolase	69526677	sagittal	27052	NM_012054
26798	Asns	asparagine synthetase	68269034	sagittal	27053	NM_012055
26798	Asns	asparagine synthetase	74047788	coronal	27053	NM_012055
26799	Sec23b	SEC23B (S. cerevisiae)	275685	sagittal	27054	NM_019787
26800	Fkbp9	FK506 binding protein 9	68562926	sagittal	27055	NM_012056
26801	Irf5	interferon regulatory factor 5	69289225	sagittal	27056	NM_012057
26802	Ncoa4	nuclear receptor coactivator 4	1782	coronal	27057	NM_019744
26802	Ncoa4	nuclear receptor coactivator 4	1783	sagittal	27057	NM_019744
26803	Srp9	signal recognition particle 9	68861736	sagittal	27058	NM_012058
26804	Sh3d19	SH3 domain protein D19	68499374	sagittal	27059	NM_012059
26804	Sh3d19	SH3 domain protein D19	74425516	coronal	27059	NM_012059
26805	Tcirg1	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	69980214	sagittal	27060	NM_016921
26806	Bcap31	B-cell receptor-associated protein 31	79544798	sagittal	27061	NM_012060
26807	Cadps	Ca<2+>dependent activator protein for secretion	69201570	sagittal	27062	NM_012061
26807	Cadps	Ca<2+>dependent activator protein for secretion	72119581	coronal	27062	NM_012061
26823	Eppb9	endothelial precursor protein B9	71991965	sagittal	27078	NM_013717
26826	Zfp275	Zinc finger protein 275	69169493	sagittal	27081	NM_031494
26828	Xlr4b	X-linked lymphocyte-regulated 4B	75828174	sagittal	27083	NM_021365
26841	Trappc3	trafficking protein particle complex 3	513234	sagittal	27096	NM_013718
26848	Eif2ak4	eukaryotic translation initiation factor 2 alpha kinase 4	77620788	sagittal	27103	NM_013719
26885	Tlx3	T-cell leukemia, homeobox 3	71609033	sagittal	27140	NM_019916
26921	Rpl7a	ribosomal protein L7a	69818332	sagittal	27176	NM_013721
26949	Syn3	synapsin III	70302306	sagittal	27204	NM_013722
26949	Syn3	synapsin III	73930808	coronal	27204	NM_013722
26950	Podxl	podocalyxin-like	69816392	sagittal	27205	NM_013723
26951	Nrk	Nik related kinase	69782401	sagittal	27206	NM_013724
26951	Nrk	Nik related kinase	75084477	coronal	27206	NM_013724
26959	Dbf4	DBF4 homolog (S. cerevisiae)	70430790	sagittal	27214	NM_013726
26960	Azi2	5-azacytidine induced gene 2	512987	sagittal	27215	NM_013727
26963	Slamf1	signaling lymphocytic activation molecule family member 1	70919734	sagittal	27218	TC1565448
26964	Sgk2	serum/glucocorticoid regulated kinase 2	69170312	sagittal	27219	NM_013731
26965	Cart	cocaine and amphetamine regulated transcript	72077479	coronal	27220	NM_013732
26965	Cart	cocaine and amphetamine regulated transcript	79677369	sagittal	27220	NM_013732
26966	Chaf1a	chromatin assembly factor 1, subunit A (p150)	69548891	sagittal	27221	NM_013733
26967	Atp1a4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	69526946	sagittal	27222	XM_355283
26967	Atp1a4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	74881548	coronal	27222	XM_355283
26968	Trp53bp1	transformation related protein 53 binding protein 1	71836834	coronal	27223	NM_013735
26968	Trp53bp1	transformation related protein 53 binding protein 1	75749423	sagittal	27223	NM_013735
26969	Tceb3	transcription elongation factor B (SIII), polypeptide 3	69838510	sagittal	27224	NM_013736
26969	Tceb3	transcription elongation factor B (SIII), polypeptide 3	75043141	coronal	27224	NM_013736
26970	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	69014542	sagittal	27225	NM_020494
26971	Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	68196965	sagittal	27226	NM_013737
26971	Pla2g7	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	74047841	coronal	27226	NM_013737
27005	Plek2	pleckstrin 2	68632136	sagittal	27260	NM_013738
27006	Dok3	docking protein 3	76003519	sagittal	27261	NM_013739
27008	Smok2	sperm motility kinase 2	72002011	sagittal	27263	XM_135514
27012	Cars	cysteinyl-tRNA synthetase	68844385	sagittal	27267	NM_013742
27018	Pdk4	pyruvate dehydrogenase kinase, isoenzyme 4	68546548	sagittal	27273	NM_013743
27019	Zfp354b	zinc finger protein 354B	73606576	sagittal	27274	NM_013744
27020	Nufip1	nuclear fragile X mental retardation protein interacting protein 1	68667330	sagittal	27275	NM_013745
27021	Plekhb1	pleckstrin homology domain containing, family B (evectins) member 1	68196931	sagittal	27276	NM_013746
27021	Plekhb1	pleckstrin homology domain containing, family B (evectins) member 1	71836842	coronal	27276	NM_013746
27022	Golga5	golgi autoantigen, golgin subfamily a, 5	68632930	sagittal	27277	NM_013747
27023	Clnk	cytokine-dependent hematopoietic cell linker	75934515	sagittal	27278	NM_013748
27024	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	2687	coronal	27279	NM_013749
27024	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	2688	sagittal	27279	NM_013749
27025	Phlda3	pleckstrin homology-like domain, family A, member 3	70473945	sagittal	27280	NM_013750
27026	Hrasls	HRAS-like suppressor	69114890	sagittal	27281	NM_013751
27099	Nbn	nibrin	69262299	sagittal	27354	NM_013752
27100	X99384	cDNA sequence X99384	69782700	sagittal	27355	NM_013753
27100	X99384	cDNA sequence X99384	71670681	coronal	27355	NM_013753
27101	Insl6	insulin-like 6	69549175	sagittal	27356	NM_013754
27102	Gyg	glycogenin	73817930	coronal	27357	NM_013755
27102	Gyg	glycogenin	74059322	sagittal	27357	NM_013755
27104	Sytl4	synaptotagmin-like 4	72182989	sagittal	27359	NM_013757
27104	Sytl4	synaptotagmin-like 4	75651223	coronal	27359	NM_013757
27105	Add3	adducin 3 (gamma)	68795422	sagittal	27360	NM_013758
27106	Sepx1	selenoprotein X 1	69873546	sagittal	27361	NM_013759
27107	Dnajb9	DnaJ (Hsp40) homolog, subfamily B, member 9	77454993	sagittal	27362	NM_013760
27109	Srr	serine racemase	74357621	sagittal	27364	NM_013761
27111	Txnl4	thioredoxin-like 4	68443292	sagittal	27366	NM_178604
27111	Txnl4	thioredoxin-like 4	68795466	sagittal	27366	NM_025299
27113	Tbl2	transducin (beta)-like 2	1868	coronal	27368	NM_013763
27114	Dguok	deoxyguanosine kinase	69626861	sagittal	27369	NM_013764
27115	Rps26	ribosomal protein S26	68191282	sagittal	27370	NM_013765
27116	Sh2d2a	SH2 domain protein 2A	68744809	sagittal	27371	NM_021309
27117	Prlpj	prolactin-like protein J	71891641	sagittal	27372	NM_013766
27118	Csnk1e	casein kinase 1, epsilon	68563006	sagittal	27373	NM_013767
27119	Prmt5	protein arginine N-methyltransferase 5	68161465	sagittal	27374	NM_013768
27120	Tjp3	tight junction protein 3	69095972	sagittal	27375	NM_013769
27121	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	74047855	coronal	27376	NM_013770
27121	Slc25a10	solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10	75692727	sagittal	27376	NM_013770
27122	Yme1l1	YME1-like 1 (S. cerevisiae)	356849	coronal	27377	NM_013771
27122	Yme1l1	YME1-like 1 (S. cerevisiae)	68269042	sagittal	27377	NM_013771
27124	Tcl1b1	T-cell leukemia/lymphoma 1B, 1	68667413	sagittal	27379	NM_013773
27129	Akr1c13	aldo-keto reductase family 1, member C13	68410524	sagittal	27384	NM_013778
27130	Magel2	melanoma antigen, family L, 2	69736430	sagittal	27385	NM_013779
27130	Magel2	melanoma antigen, family L, 2	71152402	sagittal	27385	Mm.209265
27130	Magel2	melanoma antigen, family L, 2	79591571	coronal	27385	NM_013779
