"gene name","gene symbol","entrez"
"ectonucleoside triphosphate diphosphohydrolase 4","ENTPD4",9583
"RNA binding motif protein 39","RBM39",9584
"kinesin family member 20B","KIF20B",9585
"cAMP responsive element binding protein 5","CREB5",9586
"MAD2L1 binding protein","MAD2L1BP",9587
"peroxiredoxin 6","PRDX6",9588
"Wilms tumor 1 associated protein","WTAP",9589
"A kinase (PRKA) anchor protein 12","AKAP12",9590
"immediate early response 2","IER2",9592
"cytohesin 1 interacting protein","CYTIP",9595
"SMAD5 antisense RNA 1 (non-protein coding)","SMAD5-AS1",9597
"phosphatidylinositol transfer protein, membrane-associated 1","PITPNM1",9600
"protein disulfide isomerase family A, member 4","PDIA4",9601
"nuclear factor (erythroid-derived 2)-like 3","NFE2L3",9603
"ring finger protein 14","RNF14",9604
"chromosome 16 open reading frame 7","C16orf7",9605
"CART prepropeptide","CARTPT",9607
"RAB36, member RAS oncogene family","RAB36",9609
"Ras and Rab interactor 1","RIN1",9610
"nuclear receptor corepressor 1","NCOR1",9611
"nuclear receptor corepressor 2","NCOR2",9612
"guanine deaminase","GDA",9615
"ring finger protein 7","RNF7",9616
"mitochondrial translational release factor 1","MTRF1",9617
"TNF receptor-associated factor 4","TRAF4",9618
"ATP-binding cassette, sub-family G (WHITE), member 1","ABCG1",9619
"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)","CELSR1",9620
"kallikrein-related peptidase 4","KLK4",9622
"T-cell leukemia/lymphoma 1B","TCL1B",9623
"apoptosis-associated tyrosine kinase","AATK",9625
"guanylate cyclase activator 1C","GUCA1C",9626
"synuclein, alpha interacting protein","SNCAIP",9627
"regulator of G-protein signaling 6","RGS6",9628
"chloride channel accessory 3, pseudogene","CLCA3P",9629
"guanine nucleotide binding protein (G protein), alpha 14","GNA14",9630
"nucleoporin 155kDa","NUP155",9631
"SEC24 family, member C (S. cerevisiae)","SEC24C",9632
"metallothionein-like 5, testis-specific (tesmin)","MTL5",9633
"chloride channel accessory 2","CLCA2",9635
"ISG15 ubiquitin-like modifier","ISG15",9636
"fasciculation and elongation protein zeta 2 (zygin II)","FEZ2",9637
"fasciculation and elongation protein zeta 1 (zygin I)","FEZ1",9638
"Rho guanine nucleotide exchange factor (GEF) 10","ARHGEF10",9639
"zinc finger protein 592","ZNF592",9640
"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon","IKBKE",9641
"mortality factor 4 like 2","MORF4L2",9643
"SH3 and PX domains 2A","SH3PXD2A",9644
"microtubule associated monoxygenase, calponin and LIM domain containing 2","MICAL2",9645
"Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)","CTR9",9646
"protein phosphatase, Mg2+/Mn2+ dependent, 1F","PPM1F",9647
"GRIP and coiled-coil domain containing 2","GCC2",9648
"Ral GEF with PH domain and SH3 binding motif 1","RALGPS1",9649
"mitochondrial fission regulator 1","MTFR1",9650
"phospholipase C, eta 2","PLCH2",9651
"tetratricopeptide repeat domain 37","TTC37",9652
"heparan sulfate 2-O-sulfotransferase 1","HS2ST1",9653
"tubulin tyrosine ligase-like family, member 4","TTLL4",9654
"suppressor of cytokine signaling 5","SOCS5",9655
"mediator of DNA-damage checkpoint 1","MDC1",9656
"IQ motif containing B1","IQCB1",9657
"zinc finger protein 516","ZNF516",9658
"phosphodiesterase 4D interacting protein","PDE4DIP",9659
"centrosomal protein 135kDa","CEP135",9662
"lipin 2","LPIN2",9663
"KIAA0430","KIAA0430",9665
"DAZ interacting protein 3, zinc finger","DZIP3",9666
"scaffold attachment factor B2","SAFB2",9667
"zinc finger protein 432","ZNF432",9668
"eukaryotic translation initiation factor 5B","EIF5B",9669
"importin 13","IPO13",9670
"WSC domain containing 2","WSCD2",9671
"syndecan 3","SDC3",9672
"solute carrier family 25, member 44","SLC25A44",9673
"KIAA0040","KIAA0040",9674
"TELO2 interacting protein 1","TTI1",9675
"diphosphoinositol pentakisphosphate kinase 1","PPIP5K1",9677
"PHD finger protein 14","PHF14",9678
"family with sequence similarity 53, member B","FAM53B",9679
"DEP domain containing 5","DEPDC5",9681
"lysine (K)-specific demethylase 4A","KDM4A",9682
"NEDD4 binding protein 1","N4BP1",9683
"leucine rich repeat containing 14","LRRC14",9684
"clathrin interactor 1","CLINT1",9685
"vestigial like 4 (Drosophila)","VGLL4",9686
"growth regulation by estrogen in breast cancer 1","GREB1",9687
"nucleoporin 93kDa","NUP93",9688
"basic leucine zipper and W2 domains 1","BZW1",9689
"ubiquitin protein ligase E3C","UBE3C",9690
"KIAA0391","KIAA0391",9692
"Rap guanine nucleotide exchange factor (GEF) 2","RAPGEF2",9693
"ER membrane protein complex subunit 2","EMC2",9694
"ER degradation enhancer, mannosidase alpha-like 1","EDEM1",9695
"ciliary rootlet coiled-coil, rootletin","CROCC",9696
"translocation associated membrane protein 2","TRAM2",9697
"pumilio homolog 1 (Drosophila)","PUM1",9698
"regulating synaptic membrane exocytosis 2","RIMS2",9699
"extra spindle pole bodies homolog 1 (S. cerevisiae)","ESPL1",9700
"protein phosphatase 6, regulatory subunit 2","PPP6R2",9701
"centrosomal protein 57kDa","CEP57",9702
"KIAA0100","KIAA0100",9703
"DEAH (Asp-Glu-Ala-His) box polypeptide 34","DHX34",9704
"suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)","ST18",9705
"unc-51-like kinase 2 (C. elegans)","ULK2",9706
"protocadherin gamma subfamily A, 8","PCDHGA8",9708
"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","HERPUD1",9709
"KIAA0355","KIAA0355",9710
"KIAA0226","KIAA0226",9711
"USP6 N-terminal like","USP6NL",9712
"family with sequence similarity 131, member B","FAM131B",9715
"aquarius homolog (mouse)","AQR",9716
"SEC14-like 5 (S. cerevisiae)","SEC14L5",9717
"endothelin converting enzyme 2","ECE2",9718
"ADAMTS-like 2","ADAMTSL2",9719
"coiled-coil domain containing 144A","CCDC144A",9720
"G protein regulated inducer of neurite outgrowth 2","GPRIN2",9721
"nitric oxide synthase 1 (neuronal) adaptor protein","NOS1AP",9722
"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","SEMA3E",9723
"UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast)","UTP14C",9724
"transmembrane protein 63A","TMEM63A",9725
"zinc finger protein 646","ZNF646",9726
"RAB11 family interacting protein 3 (class II)","RAB11FIP3",9727
"SECIS binding protein 2-like","SECISBP2L",9728
"KIAA0408","KIAA0408",9729
"Vpr (HIV-1) binding protein","VPRBP",9730
"centrosomal protein 104kDa","CEP104",9731
"dedicator of cytokinesis 4","DOCK4",9732
"squamous cell carcinoma antigen recognized by T cells 3","SART3",9733
"histone deacetylase 9","HDAC9",9734
"kinetochore associated 1","KNTC1",9735
"ubiquitin specific peptidase 34","USP34",9736
"G protein-coupled receptor associated sorting protein 1","GPRASP1",9737
"centriolar coiled coil protein 110kDa","CCP110",9738
"SET domain containing 1A","SETD1A",9739
"lysosomal protein transmembrane 4 alpha","LAPTM4A",9741
"intraflagellar transport 140 homolog (Chlamydomonas)","IFT140",9742
"Rho GTPase activating protein 32","ARHGAP32",9743
"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1","ACAP1",9744
"zinc finger protein 536","ZNF536",9745
"calsyntenin 3","CLSTN3",9746
"family with sequence similarity 115, member A","FAM115A",9747
"STE20-like kinase","SLK",9748
"phosphatase and actin regulator 2","PHACTR2",9749
"family with sequence similarity 65, member B","FAM65B",9750
"syntaphilin","SNPH",9751
"protocadherin alpha 9","PCDHA9",9752
"zinc finger and SCAN domain containing 12","ZSCAN12",9753
"StAR-related lipid transfer (START) domain containing 8","STARD8",9754
"TBK1 binding protein 1","TBKBP1",9755
"myeloid/lymphoid or mixed-lineage leukemia 4","MLL4",9757
"FERM and PDZ domain containing 4","FRMPD4",9758
"histone deacetylase 4","HDAC4",9759
"thymocyte selection-associated high mobility group box","TOX",9760
"malectin","MLEC",9761
"ProSAPiP1 protein","PROSAPIP1",9762
"KIAA0513","KIAA0513",9764
"zinc finger, FYVE domain containing 16","ZFYVE16",9765
"KIAA0247","KIAA0247",9766
"PHD finger protein 16","PHF16",9767
"KIAA0101","KIAA0101",9768
"Ras association (RalGDS/AF-6) domain family member 2","RASSF2",9770
"Rap guanine nucleotide exchange factor (GEF) 5","RAPGEF5",9771
"KIAA0195","KIAA0195",9772
"BCL2-associated transcription factor 1","BCLAF1",9774
"eukaryotic translation initiation factor 4A3","EIF4A3",9775
"autophagy related 13","ATG13",9776
"transmembrane 9 superfamily protein member 4","TM9SF4",9777
"KIAA0232","KIAA0232",9778
"TBC1 domain family, member 5","TBC1D5",9779
"piezo-type mechanosensitive ion channel component 1","PIEZO1",9780
"ring finger protein 144A","RNF144A",9781
"matrin 3","MATR3",9782
"regulating synaptic membrane exocytosis 3","RIMS3",9783
"sorting nexin 17","SNX17",9784
"DEAH (Asp-Glu-Ala-His) box polypeptide 38","DHX38",9785
"KIAA0586","KIAA0586",9786
"discs, large (Drosophila) homolog-associated protein 5","DLGAP5",9787
"metastasis suppressor 1","MTSS1",9788
"signal peptidase complex subunit 2 homolog (S. cerevisiae)","SPCS2",9789
"BMS1 homolog, ribosome assembly protein (yeast)","BMS1",9790
"phosphatidylserine synthase 1","PTDSS1",9791
"SERTA domain containing 2","SERTAD2",9792
"cytoskeleton associated protein 5","CKAP5",9793
"mastermind-like 1 (Drosophila)","MAML1",9794
"phytanoyl-CoA 2-hydroxylase interacting protein","PHYHIP",9796
"TatD DNase domain containing 2","TATDN2",9797
"increased sodium tolerance 1 homolog (yeast)","IST1",9798
"mitochondrial ribosomal protein L19","MRPL19",9801
"DAZ associated protein 2","DAZAP2",9802
"translocase of outer mitochondrial membrane 20 homolog (yeast)","TOMM20",9804
"secernin 1","SCRN1",9805
"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2","SPOCK2",9806
"inositol hexakisphosphate kinase 1","IP6K1",9807
"KIAA0087","KIAA0087",9808
"ring finger protein 40, E3 ubiquitin protein ligase","RNF40",9810
"CBP80/20-dependent translation initiation factor","CTIF",9811
"KIAA0141","KIAA0141",9812
"KIAA0494","KIAA0494",9813
"Sfi1 homolog, spindle assembly associated (yeast)","SFI1",9814
"G protein-coupled receptor kinase interacting ArfGAP 2","GIT2",9815
"URB2 ribosome biogenesis 2 homolog (S. cerevisiae)","URB2",9816
"kelch-like ECH-associated protein 1","KEAP1",9817
"nucleoporin like 1","NUPL1",9818
"TSC22 domain family, member 2","TSC22D2",9819
"cullin 7","CUL7",9820
"RB1-inducible coiled-coil 1","RB1CC1",9821
"armadillo repeat containing, X-linked 2","ARMCX2",9823
"Rho GTPase activating protein 11A","ARHGAP11A",9824
"spermatogenesis associated 2","SPATA2",9825
"Rho guanine nucleotide exchange factor (GEF) 11","ARHGEF11",9826
"RGP1 retrograde golgi transport homolog (S. cerevisiae)","RGP1",9827
"Rho guanine nucleotide exchange factor (GEF) 17","ARHGEF17",9828
"DnaJ (Hsp40) homolog, subfamily C, member 6","DNAJC6",9829
"tripartite motif containing 14","TRIM14",9830
"zinc finger protein 623","ZNF623",9831
"janus kinase and microtubule interacting protein 2","JAKMIP2",9832
"maternal embryonic leucine zipper kinase","MELK",9833
"KIAA0125","KIAA0125",9834
"leucine carboxyl methyltransferase 2","LCMT2",9836
"GINS complex subunit 1 (Psf1 homolog)","GINS1",9837
"zinc finger E-box binding homeobox 2","ZEB2",9839
"thymocyte expressed, positive selection associated 1","TESPA1",9840
"zinc finger and BTB domain containing 24","ZBTB24",9841
"pleckstrin homology domain containing, family M (with RUN domain) member 1","PLEKHM1",9842
"hephaestin","HEPH",9843
"engulfment and cell motility 1","ELMO1",9844
"GRB2-associated binding protein 2","GAB2",9846
"KIAA0528","KIAA0528",9847
"microfibrillar-associated protein 3-like","MFAP3L",9848
"zinc finger protein 518A","ZNF518A",9849
"KIAA0753","KIAA0753",9851
"EPM2A (laforin) interacting protein 1","EPM2AIP1",9852
"RUN and SH3 domain containing 2","RUSC2",9853
"C2CD2-like","C2CD2L",9854
"FERM, RhoGEF and pleckstrin domain protein 2","FARP2",9855
"KIAA0319","KIAA0319",9856
"centrosomal protein 350kDa","CEP350",9857
"protein phosphatase 1, regulatory subunit 26","PPP1R26",9858
"centrosomal protein 170kDa","CEP170",9859
"leucine-rich repeats and immunoglobulin-like domains 2","LRIG2",9860
"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6","PSMD6",9861
"mediator complex subunit 24","MED24",9862
"membrane associated guanylate kinase, WW and PDZ domain containing 2","MAGI2",9863
"TLR4 interactor with leucine-rich repeats","TRIL",9865
"tripartite motif containing 66","TRIM66",9866
"praja ring finger 2, E3 ubiquitin protein ligase","PJA2",9867
"translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)","TOMM70A",9868
"SET domain, bifurcated 1","SETDB1",9869
"KIAA0317","KIAA0317",9870
"SEC24 family, member D (S. cerevisiae)","SEC24D",9871
"FCH and double SH3 domains 2","FCHSD2",9873
"tousled-like kinase 1","TLK1",9874
"URB1 ribosome biogenesis 1 homolog (S. cerevisiae)","URB1",9875
"zinc finger CCCH-type containing 11A","ZC3H11A",9877
"TOX high mobility group box family member 4","TOX4",9878
"DEAD (Asp-Glu-Ala-Asp) box polypeptide 46","DDX46",9879
"zinc finger and BTB domain containing 39","ZBTB39",9880
"tetratricopeptide repeat and ankyrin repeat containing 1","TRANK1",9881
"TBC1 domain family, member 4","TBC1D4",9882
"POM121 transmembrane nucleoporin","POM121",9883
"oxysterol binding protein-like 2","OSBPL2",9885
"Rho-related BTB domain containing 1","RHOBTB1",9886
"smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)","SMG7",9887
"zinc finger, BED-type containing 4","ZBED4",9889
"lipid phosphate phosphatase-related protein type 4","LPPR4",9890
"NUAK family, SNF1-like kinase, 1","NUAK1",9891
"synaptosomal-associated protein, 91kDa homolog (mouse)","SNAP91",9892
"TEL2, telomere maintenance 2, homolog (S. cerevisiae)","TELO2",9894
"tectonin beta-propeller repeat containing 2","TECPR2",9895
"FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae)","FIG4",9896
"KIAA0196","KIAA0196",9897
"ubiquitin associated protein 2-like","UBAP2L",9898
"synaptic vesicle glycoprotein 2B","SV2B",9899
"synaptic vesicle glycoprotein 2A","SV2A",9900
"SLIT-ROBO Rho GTPase activating protein 3","SRGAP3",9901
"mannose receptor, C type 2","MRC2",9902
"kelch-like 21 (Drosophila)","KLHL21",9903
"RNA binding motif protein 19","RBM19",9904
"small G protein signaling modulator 2","SGSM2",9905
"adaptor-related protein complex 5, zeta 1 subunit","AP5Z1",9907
"GTPase activating protein (SH3 domain) binding protein 2","G3BP2",9908
"DENN/MADD domain containing 4B","DENND4B",9909
"RAB GTPase activating protein 1-like","RABGAP1L",9910
"transmembrane and coiled-coil domain family 2","TMCC2",9911
"Rho GTPase activating protein 44","ARHGAP44",9912
"suppressor of Ty 7 (S. cerevisiae)-like","SUPT7L",9913
"ATPase, Ca++ transporting, type 2C, member 2","ATP2C2",9914
"aryl-hydrocarbon receptor nuclear translocator 2","ARNT2",9915
"family with sequence similarity 20, member B","FAM20B",9917
"non-SMC condensin I complex, subunit D2","NCAPD2",9918
"SEC16 homolog A (S. cerevisiae)","SEC16A",9919
"kelch repeat and BTB (POZ) domain containing 11","KBTBD11",9920
"ring finger protein 10","RNF10",9921
"IQ motif and Sec7 domain 1","IQSEC1",9922
"zinc finger and BTB domain containing 40","ZBTB40",9923
"PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae)","PAN2",9924
"zinc finger and BTB domain containing 5","ZBTB5",9925
"lysophosphatidylglycerol acyltransferase 1","LPGAT1",9926
"mitofusin 2","MFN2",9927
"kinesin family member 14","KIF14",9928
"Josephin domain containing 1","JOSD1",9929
"helicase with zinc finger","HELZ",9931
"KIAA0020","KIAA0020",9933
"purinergic receptor P2Y, G-protein coupled, 14","P2RY14",9934
"v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)","MAFB",9935
"CD302 molecule","CD302",9936
"DNA cross-link repair 1A","DCLRE1A",9937
"Rho GTPase activating protein 25","ARHGAP25",9938
"RNA binding motif protein 8A","RBM8A",9939
"deleted in lung and esophageal cancer 1","DLEC1",9940
"endo/exonuclease (5'-3'), endonuclease G-like","EXOG",9941
"xylulokinase homolog (H. influenzae)","XYLB",9942
"oxidative-stress responsive 1","OXSR1",9943
"glutamine-fructose-6-phosphate transaminase 2","GFPT2",9945
"crystallin, zeta (quinone reductase)-like 1","CRYZL1",9946
"melanoma antigen family C, 1","MAGEC1",9947
"WD repeat domain 1","WDR1",9948
"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1","AMMECR1",9949
"golgin A5","GOLGA5",9950
"heparan sulfate (glucosamine) 3-O-sulfotransferase 4","HS3ST4",9951
"heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1","HS3ST3B1",9953
"heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1","HS3ST3A1",9955
"heparan sulfate (glucosamine) 3-O-sulfotransferase 2","HS3ST2",9956
"heparan sulfate (glucosamine) 3-O-sulfotransferase 1","HS3ST1",9957
"ubiquitin specific peptidase 15","USP15",9958
"ubiquitin specific peptidase 3","USP3",9960
"major vault protein","MVP",9961
"solute carrier family 23 (nucleobase transporters), member 2","SLC23A2",9962
"solute carrier family 23 (nucleobase transporters), member 1","SLC23A1",9963
"fibroblast growth factor 19","FGF19",9965
"tumor necrosis factor (ligand) superfamily, member 15","TNFSF15",9966
"thyroid hormone receptor associated protein 3","THRAP3",9967
"mediator complex subunit 12","MED12",9968
"mediator complex subunit 13","MED13",9969
"nuclear receptor subfamily 1, group I, member 3","NR1I3",9970
"nuclear receptor subfamily 1, group H, member 4","NR1H4",9971
"nucleoporin 153kDa","NUP153",9972
"copper chaperone for superoxide dismutase","CCS",9973
"nuclear receptor subfamily 1, group D, member 2","NR1D2",9975
"C-type lectin domain family 2, member B","CLEC2B",9976
"ring-box 1, E3 ubiquitin protein ligase","RBX1",9978
"dopey family member 2","DOPEY2",9980
"fibroblast growth factor binding protein 1","FGFBP1",9982
"THO complex 1","THOC1",9984
"REC8 homolog (yeast)","REC8",9985
"RCE1 homolog, prenyl protein protease (S. cerevisiae)","RCE1",9986
